,Measured.1g.SAR,Average.Power,Band,Mode,Test.Position,Antenna.Vendor,Ch.,Freq.,Tune.Up.Limit,Tune.up.Scaling.Factor,Duty.Cycle..,Duty.Cycle.Scaling.Factor,Reported.1g.SAR,Antenna.Peak.gain,filename,New.Test.Position,Dist,shell.type,New.Test.Position3,predict.SAR,isfail
341,0.457,15.75,5G,802.11a 6Mbps,Edge 3,WNC,64,5320,16,1.058,97.84,1.022,0.494,2.08,FA8D0719_R01_FCC SAR_Wistron_Saba 15_Report,Edge,4.05,1,Edge,0.618484047,pass
342,0.09,20.24,5G,802.11a 6Mbps,Bottom of Laptop,WNC,60,5300,20.5,1.061,97.84,1.022,0.098,0.8,FA8D0719_R01_FCC SAR_Wistron_Saba 15_Report,Bottom,12.03,1,Laptop,0.081475648,pass
343,0.001,18.8,5G,802.11a 6Mbps,Bottom Face,WNC,60,5300,19,1.046,98.1,1.019,0.001,2.08,FA8D0719_R01_FCC SAR_Wistron_Saba 15_Report,Bottom,4.7,1,Face,0.016297963,pass
344,1.09,18.8,5G,802.11a 6Mbps,Edge 3,WNC,60,5300,19,1.046,98.1,1.019,1.162,2.08,FA8D0719_R01_FCC SAR_Wistron_Saba 15_Report,Edge,4.05,1,Edge,0.960895773,pass
345,1.06,18.74,5G,802.11a 6Mbps,Edge 3,WNC,52,5260,19,1.061,98.1,1.019,1.146,2.08,FA8D0719_R01_FCC SAR_Wistron_Saba 15_Report,Edge,4.05,1,Edge,0.855594505,pass
346,1.07,18.71,5G,802.11a 6Mbps,Edge 3,WNC,56,5280,19,1.069,98.1,1.019,1.166,2.08,FA8D0719_R01_FCC SAR_Wistron_Saba 15_Report,Edge,4.05,1,Edge,0.845333435,pass
347,0.561,16.18,5G,802.11a 6Mbps,Edge 3,WNC,64,5320,16.5,1.076,98.1,1.019,0.615,2.08,FA8D0719_R01_FCC SAR_Wistron_Saba 15_Report,Edge,4.05,1,Edge,0.65477397,pass
348,0.136,20.18,5G,802.11a 6Mbps,Bottom of Laptop,WNC,52,5260,20.5,1.076,98.1,1.019,0.149,0.8,FA8D0719_R01_FCC SAR_Wistron_Saba 15_Report,Bottom,12.03,1,Laptop,0.115177937,pass
349,0.019,18.27,5G,802.11a 6Mbps,Bottom Face,WNC,60,5300,18.5,1.055,96.68,1.034,0.021,2.08,FA8D0719_R01_FCC SAR_Wistron_Saba 15_Report,Bottom,4.7,1,Face,0.017649611,pass
350,0.465,18.27,5G,802.11a 6Mbps,Edge 3,WNC,60,5300,18.5,1.055,96.68,1.034,0.507,2.08,FA8D0719_R01_FCC SAR_Wistron_Saba 15_Report,Edge,4.05,1,Edge,0.915160706,pass
351,0.039,18.27,5G,802.11a 6Mbps,Bottom of Laptop,WNC,60,5300,18.5,1.055,96.68,1.034,0.043,2.08,FA8D0719_R01_FCC SAR_Wistron_Saba 15_Report,Bottom,12.03,1,Laptop,0.056065068,pass
352,0.001,17.49,5G,802.11n-HT40 MCS0,Bottom Face,WNC,110,5550,17.5,1.003,94.95,1.053,0.001,1.87,FA8D0719_R01_FCC SAR_Wistron_Saba 15_Report,Bottom,4.7,1,Face,0.02145394,pass
353,0.957,17.49,5G,802.11n-HT40 MCS0,Edge 3,WNC,110,5550,17.5,1.003,94.95,1.053,1.011,1.87,FA8D0719_R01_FCC SAR_Wistron_Saba 15_Report,Edge,4.05,1,Edge,0.847824918,pass
354,0.79,16.87,5G,802.11n-HT40 MCS0,Edge 3,WNC,102,5510,17,1.032,94.95,1.053,0.858,1.87,FA8D0719_R01_FCC SAR_Wistron_Saba 15_Report,Edge,4.05,1,Edge,0.823557276,pass
355,1.06,17.4,5G,802.11n-HT40 MCS0,Edge 3,WNC,126,5630,17.5,1.023,94.95,1.053,1.142,1.87,FA8D0719_R01_FCC SAR_Wistron_Saba 15_Report,Edge,4.05,1,Edge,0.910878208,pass
356,1.08,17.36,5G,802.11n-HT40 MCS0,Edge 3,WNC,134,5670,17.5,1.034,94.95,1.053,1.176,1.87,FA8D0719_R01_FCC SAR_Wistron_Saba 15_Report,Edge,4.05,1,Edge,1.122902856,pass
357,0.978,17.26,5G,802.11n-HT40 MCS0,Edge 3,WNC,142,5710,17.5,1.058,94.95,1.053,1.09,1.87,FA8D0719_R01_FCC SAR_Wistron_Saba 15_Report,Edge,4.05,1,Edge,0.775182341,pass
358,0.108,20.35,5G,802.11ac-VHT80 MCS0,Bottom of Laptop,WNC,122,5610,20.5,1.035,92.7,1.079,0.121,-0.54,FA8D0719_R01_FCC SAR_Wistron_Saba 15_Report,Bottom,12.03,1,Laptop,0.135718426,pass
359,0.001,17.41,5G,802.11n-HT40 MCS0,Bottom Face,WNC,110,5550,17.5,1.02,95.43,1.048,0.001,2.44,FA8D0719_R01_FCC SAR_Wistron_Saba 15_Report,Bottom,4.7,1,Face,0.020711354,pass
360,0.636,17.41,5G,802.11n-HT40 MCS0,Edge 3,WNC,110,5550,17.5,1.02,95.43,1.048,0.68,2.44,FA8D0719_R01_FCC SAR_Wistron_Saba 15_Report,Edge,4.05,1,Edge,0.794932241,pass
361,0.159,20.47,5G,802.11ac-VHT80 MCS0,Bottom of Laptop,WNC,138,5690,20.5,1.007,92.9,1.076,0.172,0.15,FA8D0719_R01_FCC SAR_Wistron_Saba 15_Report,Bottom,12.03,1,Laptop,0.13329473,pass
362,0.018,17.39,5G,802.11ac-VHT80 MCS0,Bottom Face,WNC,138,5690,17.5,1.026,85.11,1.175,0.022,1.87,FA8D0719_R01_FCC SAR_Wistron_Saba 15_Report,Bottom,4.7,1,Face,0.025877497,pass
363,0.391,17.39,5G,802.11ac-VHT80 MCS0,Edge 3,WNC,138,5690,17.5,1.026,85.11,1.175,0.471,1.87,FA8D0719_R01_FCC SAR_Wistron_Saba 15_Report,Edge,4.05,1,Edge,0.89074716,pass
364,0.026,18.28,5G,802.11ac-VHT80 MCS0,Bottom of Laptop,WNC,138,5690,18.5,1.053,85.11,1.175,0.032,-0.54,FA8D0719_R01_FCC SAR_Wistron_Saba 15_Report,Bottom,12.03,1,Laptop,0.082900954,pass
365,0.001,17.76,5G,802.11ac-VHT80 MCS0,Bottom Face,WNC,155,5775,18,1.057,92.7,1.079,0.001,1.21,FA8D0719_R01_FCC SAR_Wistron_Saba 15_Report,Bottom,4.7,1,Face,0.022540862,pass
366,1.12,17.76,5G,802.11ac-VHT80 MCS0,Edge 3,WNC,155,5775,18,1.057,92.7,1.079,1.277,1.21,FA8D0719_R01_FCC SAR_Wistron_Saba 15_Report,Edge,4.05,1,Edge,1.027475298,pass
367,1.06,17.81,5G,802.11n-HT40 MCS0,Edge 3,WNC,159,5795,18,1.046,94.95,1.053,1.167,1.21,FA8D0719_R01_FCC SAR_Wistron_Saba 15_Report,Edge,4.05,1,Edge,1.114361727,pass
368,0.106,20.36,5G,802.11a 6Mbps,Bottom of Laptop,WNC,149,5745,20.5,1.033,97.84,1.022,0.112,-1.49,FA8D0719_R01_FCC SAR_Wistron_Saba 15_Report,Bottom,12.03,1,Laptop,0.108759906,pass
369,0.001,17.91,5G,802.11ac-VHT80 MCS0,Bottom Face,WNC,155,5775,18,1.021,92.9,1.076,0.001,0.57,FA8D0719_R01_FCC SAR_Wistron_Saba 15_Report,Bottom,4.7,1,Face,0.024513235,pass
370,1.08,17.91,5G,802.11ac-VHT80 MCS0,Edge 3,WNC,155,5775,18,1.021,92.9,1.076,1.186,0.57,FA8D0719_R01_FCC SAR_Wistron_Saba 15_Report,Edge,4.05,1,Edge,1.037155065,pass
371,0.993,17.92,5G,802.11n-HT40 MCS0,Edge 3,WNC,151,5755,18,1.018,95.43,1.048,1.059,0.57,FA8D0719_R01_FCC SAR_Wistron_Saba 15_Report,Edge,4.05,1,Edge,1.108923367,pass
372,0.168,20.48,5G,802.11a 6Mbps,Bottom of Laptop,WNC,157,5785,20.5,1.005,98.1,1.019,0.172,-1.06,FA8D0719_R01_FCC SAR_Wistron_Saba 15_Report,Bottom,12.03,1,Laptop,0.152872435,pass
373,0.019,17.74,5G,802.11n-HT40 MCS0,Bottom Face,WNC,159,5795,18,1.062,94.44,1.059,0.021,1.21,FA8D0719_R01_FCC SAR_Wistron_Saba 15_Report,Bottom,4.7,1,Face,0.024695733,pass
374,0.486,17.74,5G,802.11n-HT40 MCS0,Edge 3,WNC,159,5795,18,1.062,94.44,1.059,0.547,1.21,FA8D0719_R01_FCC SAR_Wistron_Saba 15_Report,Edge,4.05,1,Edge,1.114361727,pass
375,0.05,18.28,5G,802.11n-HT40 MCS0,Bottom of Laptop,WNC,159,5795,18.5,1.052,94.44,1.059,0.056,1.21,FA8D0719_R01_FCC SAR_Wistron_Saba 15_Report,Bottom,4.7,1,Laptop,0.049960128,pass
376,0.113,16.37,5G,802.11n-HT40 MCS0,Bottom Face,INPAQ,110,5550,16.5,1.03,100,1,0.116,0.86,FA8N1304_R01_FCC SAR_Wistron_Faroe 14_Report,Bottom,4.7,2,Face,0.098632236,pass
377,1.09,16.37,5G,802.11n-HT40 MCS0,Edge 3,INPAQ,110,5550,16.5,1.03,100,1,1.123,0.86,FA8N1304_R01_FCC SAR_Wistron_Faroe 14_Report,Edge,4,2,Edge,1.175638148,pass
378,0.752,16.37,5G,802.11n-HT40 MCS0,Edge 3,INPAQ,142,5710,16.5,1.03,100,1,0.775,0.86,FA8N1304_R01_FCC SAR_Wistron_Faroe 14_Report,Edge,4,2,Edge,0.966296698,pass
379,0.638,13.47,5G,802.11n-HT40 MCS0,Edge 3,INPAQ,102,5510,13.5,1.007,100,1,0.642,0.86,FA8N1304_R01_FCC SAR_Wistron_Faroe 14_Report,Edge,4,2,Edge,0.67225169,pass
380,0.901,16.3,5G,802.11n-HT40 MCS0,Edge 3,INPAQ,126,5630,16.5,1.047,100,1,0.943,0.86,FA8N1304_R01_FCC SAR_Wistron_Faroe 14_Report,Edge,4,2,Edge,1.14961881,pass
381,0.932,16.23,5G,802.11n-HT40 MCS0,Edge 3,INPAQ,134,5670,16.5,1.064,100,1,0.992,0.86,FA8N1304_R01_FCC SAR_Wistron_Faroe 14_Report,Edge,4,2,Edge,1.455012181,pass
382,0.494,17.35,5G,802.11a 6Mbps,Bottom of Laptop,INPAQ,116,5580,17.5,1.035,100,1,0.511,1.53,FA8N1304_R01_FCC SAR_Wistron_Faroe 14_Report,Bottom,17.5,2,Laptop,0.505491122,pass
383,1.33,16.37,5G,802.11n-HT40 MCS0,Edge 3,INPAQ,110,5550,16.5,1.03,100,1,1.37,0.86,FA8N1304_R01_FCC SAR_Wistron_Faroe 14_Report,Edge,4,2,Edge,1.175638148,pass
384,0.896,16.37,5G,802.11n-HT40 MCS0,Edge 3,INPAQ,142,5710,16.5,1.03,100,1,0.923,0.86,FA8N1304_R01_FCC SAR_Wistron_Faroe 14_Report,Edge,4,2,Edge,0.966296698,pass
385,0.824,13.47,5G,802.11n-HT40 MCS0,Edge 3,INPAQ,102,5510,13.5,1.007,100,1,0.83,0.86,FA8N1304_R01_FCC SAR_Wistron_Faroe 14_Report,Edge,4,2,Edge,0.67225169,pass
386,1.15,16.3,5G,802.11n-HT40 MCS0,Edge 3,INPAQ,126,5630,16.5,1.047,100,1,1.204,0.86,FA8N1304_R01_FCC SAR_Wistron_Faroe 14_Report,Edge,4,2,Edge,1.14961881,pass
387,1.18,16.23,5G,802.11n-HT40 MCS0,Edge 3,INPAQ,134,5670,16.5,1.064,100,1,1.256,0.86,FA8N1304_R01_FCC SAR_Wistron_Faroe 14_Report,Edge,4,2,Edge,1.455012181,pass
388,0.083,15.83,5G,802.11ac-VHT80 MCS0,Bottom Face,INPAQ,155,5775,16,1.04,100,1,0.086,0.86,FA8N1304_R01_FCC SAR_Wistron_Faroe 14_Report,Bottom,5,2,Face,0.147636115,pass
389,0.674,15.83,5G,802.11ac-VHT80 MCS0,Edge 3,INPAQ,155,5775,16,1.04,100,1,0.701,0.86,FA8N1304_R01_FCC SAR_Wistron_Faroe 14_Report,Edge,4,2,Edge,0.853781923,pass
390,0.598,17.4,5G,802.11a 6Mbps,Bottom of Laptop,INPAQ,157,5785,17.5,1.023,100,1,0.612,1.53,FA8N1304_R01_FCC SAR_Wistron_Faroe 14_Report,Bottom,17.5,2,Laptop,0.741137316,pass
391,0.706,15.83,5G,802.11ac-VHT80 MCS0,Edge 3,INPAQ,155,5775,16,1.04,100,1,0.734,0.86,FA8N1304_R01_FCC SAR_Wistron_Faroe 14_Report,Edge,4,2,Edge,0.853781923,pass
392,0.139,17.4,5G,802.11a 6Mbps,Bottom Face,INPAQ,149,5745,17.5,1.023,100,1,0.142,0.86,FA8N1304_R01_FCC SAR_Wistron_Faroe 14_Report,Bottom,5,2,Face,0.08449321,pass
393,1.08,17.4,5G,802.11a 6Mbps,Edge 3,INPAQ,149,5745,17.5,1.023,100,1,1.105,0.86,FA8N1304_R01_FCC SAR_Wistron_Faroe 14_Report,Edge,4,2,Edge,1.243015012,pass
394,1.05,17.31,5G,802.11a 6Mbps,Edge 3,INPAQ,157,5785,17.5,1.045,100,1,1.097,0.86,FA8N1304_R01_FCC SAR_Wistron_Faroe 14_Report,Edge,4,2,Edge,1.323570131,pass
395,1.09,17.1,5G,802.11a 6Mbps,Edge 3,INPAQ,165,5825,17.5,1.096,100,1,1.195,0.86,FA8N1304_R01_FCC SAR_Wistron_Faroe 14_Report,Edge,5,2,Edge,1.366710763,pass
396,0.901,17.4,5G,802.11a 6Mbps,Bottom of Laptop,INPAQ,149,5745,17.5,1.023,100,1,0.922,1.53,FA8N1304_R01_FCC SAR_Wistron_Faroe 14_Report,Bottom,17.5,2,Laptop,0.814525573,pass
397,0.795,17.31,5G,802.11a 6Mbps,Bottom of Laptop,INPAQ,157,5785,17.5,1.045,100,1,0.831,1.53,FA8N1304_R01_FCC SAR_Wistron_Faroe 14_Report,Bottom,17.5,2,Laptop,0.741137316,pass
398,0.736,17.1,5G,802.11a 6Mbps,Bottom of Laptop,INPAQ,165,5825,17.5,1.096,100,1,0.807,1.53,FA8N1304_R01_FCC SAR_Wistron_Faroe 14_Report,Bottom,17.5,2,Laptop,0.781156541,pass
399,1.27,17.1,5G,802.11a 6Mbps,Edge 3,INPAQ,165,5825,17.5,1.096,100,1,1.393,0.86,FA8N1304_R01_FCC SAR_Wistron_Faroe 14_Report,Edge,4,2,Edge,1.330401329,pass
400,1.16,17.4,5G,802.11a 6Mbps,Edge 3,INPAQ,149,5745,17.5,1.023,100,1,1.187,0.86,FA8N1304_R01_FCC SAR_Wistron_Faroe 14_Report,Edge,4,2,Edge,1.243015012,pass
401,1.21,17.31,5G,802.11a 6Mbps,Edge 3,INPAQ,157,5785,17.5,1.045,100,1,1.264,0.86,FA8N1304_R01_FCC SAR_Wistron_Faroe 14_Report,Edge,4,2,Edge,1.323570131,pass
402,0.006,16.9,2G,802.11b 1Mbps,Bottom Face,INPAQ,6,2437,17,1.023,100,1,0.006,-0.98,FA8N1304_R01_FCC SAR_Wistron_Faroe 14_Report,Bottom,5,2,Face,0.140409098,pass
403,0.165,16.9,2G,802.11b 1Mbps,Edge 3,INPAQ,6,2437,17,1.023,100,1,0.169,-0.98,FA8N1304_R01_FCC SAR_Wistron_Faroe 14_Report,Edge,4,2,Edge,0.335330235,pass
404,0.074,16.9,2G,802.11b 1Mbps,Bottom of Laptop,INPAQ,6,2437,17,1.023,100,1,0.076,-2.48,FA8N1304_R01_FCC SAR_Wistron_Faroe 14_Report,Bottom,18,2,Laptop,0.084919675,pass
405,0.221,16.9,2G,802.11b 1Mbps,Edge 3,INPAQ,6,2437,17,1.023,100,1,0.226,-0.98,FA8N1304_R01_FCC SAR_Wistron_Faroe 14_Report,Edge,4,2,Edge,0.335330235,pass
406,0.037,16.92,2G,802.11b 1Mbps,Bottom Face,INPAQ,1,2412,17,1.019,100,1,0.038,-0.98,FA8N1304_R01_FCC SAR_Wistron_Faroe 14_Report,Bottom,5,2,Face,0.15061614,pass
407,0.479,16.92,2G,802.11b 1Mbps,Edge 3,INPAQ,1,2412,17,1.019,100,1,0.488,-0.98,FA8N1304_R01_FCC SAR_Wistron_Faroe 14_Report,Edge,4,2,Edge,0.395261696,pass
408,0.419,16.91,2G,802.11b 1Mbps,Edge 3,INPAQ,6,2437,17,1.021,100,1,0.428,-0.98,FA8N1304_R01_FCC SAR_Wistron_Faroe 14_Report,Edge,4,2,Edge,0.335330235,pass
409,0.366,16.86,2G,802.11b 1Mbps,Edge 3,INPAQ,11,2462,17,1.033,100,1,0.378,-0.98,FA8N1304_R01_FCC SAR_Wistron_Faroe 14_Report,Edge,4,2,Edge,0.381274194,pass
410,0.118,16.92,2G,802.11b 1Mbps,Bottom of Laptop,INPAQ,1,2412,17,1.019,100,1,0.12,-2.48,FA8N1304_R01_FCC SAR_Wistron_Faroe 14_Report,Bottom,18,2,Laptop,0.069259283,pass
411,0.409,16.92,2G,802.11b 1Mbps,Edge 3,INPAQ,1,2412,17,1.019,100,1,0.417,-0.98,FA8N1304_R01_FCC SAR_Wistron_Faroe 14_Report,Edge,4,2,Edge,0.395261696,pass
412,0.068,16.42,5G,802.11n-HT40 MCS0,Bottom Face,INPAQ,54,5270,16.5,1.019,100,1,0.069,0.26,FA8N1304_R01_FCC SAR_Wistron_Faroe 14_Report,Bottom,5,2,Face,0.176220005,pass
413,0.972,16.42,5G,802.11n-HT40 MCS0,Edge 3,INPAQ,54,5270,16.5,1.019,100,1,0.99,0.26,FA8N1304_R01_FCC SAR_Wistron_Faroe 14_Report,Edge,4,2,Edge,1.036649,pass
414,0.486,13.47,5G,802.11n-HT40 MCS0,Edge 3,INPAQ,62,5310,13.5,1.007,100,1,0.489,0.26,FA8N1304_R01_FCC SAR_Wistron_Faroe 14_Report,Edge,4,2,Edge,0.571580968,pass
415,1.01,16.45,5G,802.11a 6Mbps,Edge 3,INPAQ,60,5300,16.5,1.012,100,1,1.022,0.26,FA8N1304_R01_FCC SAR_Wistron_Faroe 14_Report,Edge,4,2,Edge,1.094736593,pass
416,0.271,17.48,5G,802.11a 6Mbps,Bottom of Laptop,INPAQ,60,5300,17.5,1.005,100,1,0.272,0.26,FA8N1304_R01_FCC SAR_Wistron_Faroe 14_Report,Bottom,17.5,2,Laptop,0.402743729,pass
417,1.15,16.45,5G,802.11a 6Mbps,Edge 3,INPAQ,60,5300,16.5,1.012,100,1,1.163,-0.57,FA8N1304_R01_FCC SAR_Wistron_Faroe 14_Report,Edge,4,2,Edge,1.0606837,pass
418,1.01,16.44,5G,802.11a 6Mbps,Edge 3,INPAQ,52,5260,16.5,1.014,100,1,1.024,-0.57,FA8N1304_R01_FCC SAR_Wistron_Faroe 14_Report,Edge,4,2,Edge,0.95564918,pass
419,0.994,16.43,5G,802.11a 6Mbps,Edge 3,INPAQ,56,5280,16.5,1.016,100,1,1.01,-0.57,FA8N1304_R01_FCC SAR_Wistron_Faroe 14_Report,Edge,4,2,Edge,0.964378038,pass
420,0.812,15.22,5G,802.11a 6Mbps,Edge 3,INPAQ,64,5320,15.5,1.067,100,1,0.866,-0.57,FA8N1304_R01_FCC SAR_Wistron_Faroe 14_Report,Edge,4,2,Edge,0.876293997,pass
421,0.117,17.35,5G,802.11a 6Mbps,Bottom Face,INPAQ,52,5260,17.5,1.035,100,1,0.121,-0.57,FA8N1304_R01_FCC SAR_Wistron_Faroe 14_Report,Bottom,5,2,Face,0.120222429,pass
422,1.12,17.35,5G,802.11a 6Mbps,Edge 3,INPAQ,52,5260,17.5,1.035,100,1,1.159,-0.57,FA8N1304_R01_FCC SAR_Wistron_Faroe 14_Report,Edge,4,2,Edge,1.082652148,pass
423,1.08,17.25,5G,802.11a 6Mbps,Edge 3,INPAQ,60,5300,17.5,1.059,100,1,1.144,-0.57,FA8N1304_R01_FCC SAR_Wistron_Faroe 14_Report,Edge,4,2,Edge,1.208375676,pass
424,1.05,17.22,5G,802.11a 6Mbps,Edge 3,INPAQ,56,5280,17.5,1.067,100,1,1.12,-0.57,FA8N1304_R01_FCC SAR_Wistron_Faroe 14_Report,Edge,4,2,Edge,1.107250491,pass
425,0.792,15.26,5G,802.11a 6Mbps,Edge 3,INPAQ,64,5320,15.5,1.057,100,1,0.837,-0.57,FA8N1304_R01_FCC SAR_Wistron_Faroe 14_Report,Edge,4,2,Edge,0.876293997,pass
426,0.658,17.35,5G,802.11a 6Mbps,Bottom of Laptop,INPAQ,52,5260,17.5,1.035,100,1,0.681,0.26,FA8N1304_R01_FCC SAR_Wistron_Faroe 14_Report,Bottom,17.5,2,Laptop,0.653281049,pass
427,1.06,17.35,5G,802.11a 6Mbps,Edge 3,INPAQ,52,5260,17.5,1.035,100,1,1.097,-0.57,FA8N1304_R01_FCC SAR_Wistron_Faroe 14_Report,Edge,4,2,Edge,1.082652148,pass
428,1.02,17.25,5G,802.11a 6Mbps,Edge 3,INPAQ,60,5300,17.5,1.059,100,1,1.08,-0.57,FA8N1304_R01_FCC SAR_Wistron_Faroe 14_Report,Edge,4,2,Edge,1.208375676,pass
429,0.982,17.22,5G,802.11a 6Mbps,Edge 3,INPAQ,56,5280,17.5,1.067,100,1,1.047,-0.57,FA8N1304_R01_FCC SAR_Wistron_Faroe 14_Report,Edge,4,2,Edge,1.107250491,pass
430,0.736,15.26,5G,802.11a 6Mbps,Edge 3,INPAQ,64,5320,15.5,1.057,100,1,0.778,-0.57,FA8N1304_R01_FCC SAR_Wistron_Faroe 14_Report,Edge,4,2,Edge,0.876293997,pass
431,0.082,15.98,5G,802.11ac-VHT80 MCS0,Bottom Face,INPAQ,122,5610,16,1.005,100,1,0.082,0.86,FA8N1304_R01_FCC SAR_Wistron_Faroe 14_Report,Bottom,5,2,Face,0.11899862,pass
432,0.925,15.98,5G,802.11ac-VHT80 MCS0,Edge 3,INPAQ,122,5610,16,1.005,100,1,0.929,0.86,FA8N1304_R01_FCC SAR_Wistron_Faroe 14_Report,Edge,4,2,Edge,1.07743288,pass
433,0.712,15.95,5G,802.11ac-VHT80 MCS0,Edge 3,INPAQ,138,5690,16,1.012,100,1,0.72,0.86,FA8N1304_R01_FCC SAR_Wistron_Faroe 14_Report,Edge,4,2,Edge,0.906962769,pass
434,0.389,11.21,5G,802.11ac-VHT80 MCS0,Edge 3,INPAQ,106,5530,11.5,1.069,100,1,0.416,0.86,FA8N1304_R01_FCC SAR_Wistron_Faroe 14_Report,Edge,4,2,Edge,0.434544378,pass
435,0.483,17.45,5G,802.11a 6Mbps,Bottom of Laptop,INPAQ,116,5580,17.5,1.012,100,1,0.489,1.53,FA8N1304_R01_FCC SAR_Wistron_Faroe 14_Report,Bottom,17.5,2,Laptop,0.505491122,pass
436,1.09,15.98,5G,802.11ac-VHT80 MCS0,Edge 3,INPAQ,122,5610,16,1.005,100,1,1.095,0.86,FA8N1304_R01_FCC SAR_Wistron_Faroe 14_Report,Edge,4,2,Edge,1.07743288,pass
437,0.789,15.95,5G,802.11ac-VHT80 MCS0,Edge 3,INPAQ,138,5690,16,1.012,100,1,0.798,0.86,FA8N1304_R01_FCC SAR_Wistron_Faroe 14_Report,Edge,4,2,Edge,0.906962769,pass
438,0.443,11.21,5G,802.11ac-VHT80 MCS0,Edge 3,INPAQ,106,5530,11.5,1.069,100,1,0.474,0.86,FA8N1304_R01_FCC SAR_Wistron_Faroe 14_Report,Edge,4,2,Edge,0.434544378,pass
439,0.127,17.05,2G,802.11b 1Mbps,Bottom Face,WNC,6,2437,17.25,1.047,95.14,1.051,0.14,2.42,FA611513_R01_FCC SAR_Wistron_BonBon 15_Report,Bottom,5,2,Face,0.161786445,pass
440,0.243,17.05,2G,802.11b 1Mbps,Edge 1,WNC,6,2437,17.25,1.047,95.14,1.051,0.267,2.42,FA611513_R01_FCC SAR_Wistron_BonBon 15_Report,Edge,5,2,Edge,0.411473503,pass
441,0.266,16.23,2G,802.11b 1Mbps,Edge 1,WNC,1,2412,16.25,1.004,95.14,1.051,0.281,2.42,FA611513_R01_FCC SAR_Wistron_BonBon 15_Report,Edge,5,2,Edge,0.376756235,pass
442,0.129,16.21,2G,802.11b 1Mbps,Edge 1,WNC,11,2462,16.25,1.009,95.14,1.051,0.137,2.42,FA611513_R01_FCC SAR_Wistron_BonBon 15_Report,Edge,5,2,Edge,0.382893639,pass
443,0.125,16.92,2G,802.11b 1Mbps,Bottom Face,WNC,6,2437,17.25,1.08,95.45,1.048,0.141,1.43,FA611513_R01_FCC SAR_Wistron_BonBon 15_Report,Bottom,5,2,Face,0.156200074,pass
444,0.218,16.92,2G,802.11b 1Mbps,Edge 1,WNC,6,2437,17.25,1.08,95.45,1.048,0.247,1.43,FA611513_R01_FCC SAR_Wistron_BonBon 15_Report,Edge,5,2,Edge,0.351431979,pass
445,0.087,15.93,5G,802.11n-HT40 MCS0,Bottom Face,WNC,54,5270,16.25,1.076,90.86,1.101,0.103,-0.62,FA611513_R01_FCC SAR_Wistron_BonBon 15_Report,Bottom,5,2,Face,0.119377032,pass
446,0.261,15.93,5G,802.11n-HT40 MCS0,Edge 1,WNC,54,5270,16.25,1.076,90.86,1.101,0.309,-0.62,FA611513_R01_FCC SAR_Wistron_BonBon 15_Report,Edge,5,2,Edge,0.654244193,pass
447,0.144,16.07,5G,802.11n-HT40 MCS0,Bottom Face,WNC,54,5270,16.25,1.042,90.38,1.106,0.166,-0.37,FA611513_R01_FCC SAR_Wistron_BonBon 15_Report,Bottom,5,2,Face,0.114028354,pass
448,0.276,16.07,5G,802.11n-HT40 MCS0,Edge 1,WNC,54,5270,16.25,1.042,90.38,1.106,0.318,-0.37,FA611513_R01_FCC SAR_Wistron_BonBon 15_Report,Edge,5,2,Edge,0.657145371,pass
449,0.159,13.19,5G,802.11n-HT40 MCS0,Edge 1,WNC,62,5310,13.25,1.014,90.38,1.106,0.178,-0.37,FA611513_R01_FCC SAR_Wistron_BonBon 15_Report,Edge,5,2,Edge,0.344629756,pass
450,0.125,15.99,5G,802.11ac-VHT80 MCS0,Bottom Face,WNC,138,5690,16.25,1.062,93.52,1.069,0.142,0.12,FA611513_R01_FCC SAR_Wistron_BonBon 15_Report,Bottom,5,2,Face,0.080559685,pass
451,0.442,15.99,5G,802.11ac-VHT80 MCS0,Edge 1,WNC,138,5690,16.25,1.062,93.52,1.069,0.502,0.12,FA611513_R01_FCC SAR_Wistron_BonBon 15_Report,Edge,5,2,Edge,0.682098448,pass
452,0.421,15.94,5G,802.11ac-VHT80 MCS0,Edge 1,WNC,122,5610,16.25,1.074,94.52,1.058,0.478,0.12,FA611513_R01_FCC SAR_Wistron_BonBon 15_Report,Edge,5,2,Edge,0.787840511,pass
453,0.208,13.22,5G,802.11ac-VHT80 MCS0,Edge 1,WNC,106,5530,13.25,1.007,95.52,1.047,0.219,0.12,FA611513_R01_FCC SAR_Wistron_BonBon 15_Report,Edge,5,2,Edge,0.383899556,pass
454,0.085,15.8,5G,802.11ac-VHT80 MCS0,Bottom Face,WNC,138,5690,16.25,1.109,94.8,1.055,0.099,-0.37,FA611513_R01_FCC SAR_Wistron_BonBon 15_Report,Bottom,5,2,Face,0.087322882,pass
455,0.403,15.8,5G,802.11ac-VHT80 MCS0,Edge 1,WNC,138,5690,16.25,1.109,94.8,1.055,0.472,-0.37,FA611513_R01_FCC SAR_Wistron_BonBon 15_Report,Edge,5,2,Edge,0.658025722,pass
456,0.13,16.12,5G,802.11ac-VHT80 MCS0,Bottom Face,WNC,155,5775,16.25,1.03,93.52,1.069,0.143,-1.03,FA611513_R01_FCC SAR_Wistron_BonBon 15_Report,Bottom,5,2,Face,0.094614348,pass
457,0.549,16.12,5G,802.11ac-VHT80 MCS0,Edge 1,WNC,155,5775,16.25,1.03,93.52,1.069,0.604,-1.03,FA611513_R01_FCC SAR_Wistron_BonBon 15_Report,Edge,5,2,Edge,0.594217933,pass
